instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,hr
7560,2011-11-16,4,0,11,0,3,1,2,0.46,0.4545,1,0.1343,12,49,61,,14
7561,2011-11-16,4,0,11,0,3,1,3,0.48,0.4697,0.94,0.1045,16,50,66,,15
7562,2011-11-16,4,0,11,0,3,1,3,0.48,0.4697,0.94,0.1045,13,110,123,,16
7563,2011-11-16,4,0,11,0,3,1,2,0.48,0.4697,0.88,0.194,17,216,233,,17
7564,2011-11-16,4,0,11,0,3,1,3,0.46,0.4545,0.88,0.3881,13,176,189,,18
7565,2011-11-16,4,0,11,0,3,1,3,0.46,0.4545,0.88,0.3881,3,108,111,,19
7566,2011-11-16,4,0,11,0,3,1,3,0.44,0.4394,0.88,0.3881,5,94,99,,20
7567,2011-11-16,4,0,11,0,3,1,3,0.44,0.4394,0.88,0.2836,3,72,75,,21
7568,2011-11-16,4,0,11,0,3,1,3,0.42,0.4242,0.88,0.2239,1,45,46,,22
7569,2011-11-16,4,0,11,0,3,1,3,0.42,0.4242,0.88,0.1343,3,28,31,,23
7570,2011-11-17,4,0,11,0,4,1,2,0.42,0.4242,0.88,0.2537,2,22,24,,0
7571,2011-11-17,4,0,11,0,4,1,2,0.42,0.4242,0.82,0.1642,0,5,5,,1
7572,2011-11-17,4,0,11,0,4,1,2,0.42,0.4242,0.82,0.2239,0,5,5,,2
7573,2011-11-17,4,0,11,0,4,1,2,0.42,0.4242,0.77,0.3284,0,3,3,,3
7574,2011-11-17,4,0,11,0,4,1,2,0.4,0.4091,0.62,0.4179,1,3,4,,4
7575,2011-11-17,4,0,11,0,4,1,3,0.34,0.303,0.71,0.3284,1,21,22,,5
7576,2011-11-17,4,0,11,0,4,1,3,0.36,0.3485,0.57,0.2239,3,72,75,,6
7577,2011-11-17,4,0,11,0,4,1,3,0.34,0.3182,0.61,0.2836,4,164,168,,7
7578,2011-11-17,4,0,11,0,4,1,3,0.34,0.303,0.61,0.2985,12,343,355,,8
7579,2011-11-17,4,0,11,0,4,1,2,0.34,0.303,0.61,0.3284,14,184,198,,9
7580,2011-11-17,4,0,11,0,4,1,2,0.34,0.303,0.61,0.3284,7,74,81,,10
7581,2011-11-17,4,0,11,0,4,1,3,0.32,0.303,0.66,0.3284,4,93,97,,11
7582,2011-11-17,4,0,11,0,4,1,2,0.34,0.303,0.53,0.2985,6,115,121,,12
7583,2011-11-17,4,0,11,0,4,1,2,0.34,0.303,0.49,0.4478,15,109,124,,13
7584,2011-11-17,4,0,11,0,4,1,2,0.34,0.303,0.49,0.3881,5,105,110,,14
7585,2011-11-17,4,0,11,0,4,1,2,0.34,0.303,0.49,0.4478,10,106,116,,15
7586,2011-11-17,4,0,11,0,4,1,1,0.32,0.2879,0.39,0.4179,8,187,195,,16
7587,2011-11-17,4,0,11,0,4,1,1,0.32,0.2879,0.42,0.3881,20,379,399,,17
7588,2011-11-17,4,0,11,0,4,1,1,0.32,0.3182,0.39,0.194,9,298,307,,18
7589,2011-11-17,4,0,11,0,4,1,1,0.3,0.2879,0.45,0.2239,7,210,217,,19
7590,2011-11-17,4,0,11,0,4,1,1,0.3,0.2879,0.42,0.2836,7,162,169,,20
7591,2011-11-17,4,0,11,0,4,1,1,0.3,0.2879,0.42,0.2537,3,113,116,,21
7592,2011-11-17,4,0,11,0,4,1,1,0.26,0.2424,0.52,0.2537,1,83,84,,22
7593,2011-11-17,4,0,11,0,4,1,1,0.26,0.2576,0.52,0.2239,0,58,58,,23
7594,2011-11-18,4,0,11,0,5,1,1,0.26,0.2576,0.48,0.1642,2,28,30,,0
7595,2011-11-18,4,0,11,0,5,1,1,0.26,0.2273,0.44,0.3284,0,10,10,,1
7596,2011-11-18,4,0,11,0,5,1,1,0.24,0.2273,0.44,0.2239,2,8,10,,2
7597,2011-11-18,4,0,11,0,5,1,1,0.24,0.2121,0.41,0.2836,0,2,2,,3
7598,2011-11-18,4,0,11,0,5,1,1,0.22,0.2273,0.44,0.1642,0,5,5,,4
7599,2011-11-18,4,0,11,0,5,1,1,0.22,0.2273,0.44,0.1343,0,22,22,,5
7600,2011-11-18,4,0,11,0,5,1,1,0.22,0.2576,0.44,0.0896,1,70,71,,6
7601,2011-11-18,4,0,11,0,5,1,1,0.22,0.2273,0.44,0.1642,5,211,216,,7
7602,2011-11-18,4,0,11,0,5,1,1,0.22,0.2273,0.44,0.194,6,369,375,,8
7603,2011-11-18,4,0,11,0,5,1,1,0.26,0.2576,0.41,0.194,6,207,213,,9
7604,2011-11-18,4,0,11,0,5,1,1,0.26,0.2424,0.41,0.2836,10,105,115,,10
7605,2011-11-18,4,0,11,0,5,1,1,0.3,0.303,0.36,0.1343,18,122,140,,11
7606,2011-11-18,4,0,11,0,5,1,1,0.32,0.3333,0.33,0,22,143,165,,12
7607,2011-11-18,4,0,11,0,5,1,1,0.34,0.3182,0.31,0.2239,31,146,177,,13
7608,2011-11-18,4,0,11,0,5,1,1,0.34,0.3333,0.31,0.1343,31,123,154,,14
7609,2011-11-18,4,0,11,0,5,1,1,0.34,0.3333,0.29,0.1343,27,151,178,,15
7610,2011-11-18,4,0,11,0,5,1,1,0.34,0.3333,0.29,0.1343,19,190,209,,16
7611,2011-11-18,4,0,11,0,5,1,1,0.32,0.3333,0.31,0.1343,17,361,378,,17
7612,2011-11-18,4,0,11,0,5,1,1,0.3,0.303,0.36,0.1642,16,312,328,,18
7613,2011-11-18,4,0,11,0,5,1,1,0.28,0.2727,0.41,0.1642,7,183,190,,19
7614,2011-11-18,4,0,11,0,5,1,1,0.28,0.2727,0.48,0.194,8,129,137,,20
7615,2011-11-18,4,0,11,0,5,1,1,0.28,0.2727,0.48,0.1642,3,108,111,,21
7616,2011-11-18,4,0,11,0,5,1,1,0.26,0.2727,0.52,0.1045,9,88,97,,22
7617,2011-11-18,4,0,11,0,5,1,1,0.26,0.2727,0.6,0.1343,5,54,59,,23
7618,2011-11-19,4,0,11,0,6,0,1,0.26,0.2576,0.56,0.194,4,49,53,,0
7619,2011-11-19,4,0,11,0,6,0,1,0.26,0.2273,0.52,0.2985,1,34,35,,1
7620,2011-11-19,4,0,11,0,6,0,1,0.24,0.2424,0.56,0.1642,12,34,46,,2
7621,2011-11-19,4,0,11,0,6,0,1,0.26,0.2424,0.48,0.2537,4,11,15,,3
7622,2011-11-19,4,0,11,0,6,0,1,0.26,0.2273,0.48,0.3284,4,4,8,,4
7623,2011-11-19,4,0,11,0,6,0,1,0.24,0.2273,0.56,0.2537,0,2,2,,5
7624,2011-11-19,4,0,11,0,6,0,1,0.24,0.2121,0.6,0.3284,2,10,12,,6
7625,2011-11-19,4,0,11,0,6,0,1,0.24,0.2273,0.6,0.2537,3,38,41,,7
7626,2011-11-19,4,0,11,0,6,0,1,0.26,0.2424,0.56,0.2537,12,80,92,,8
7627,2011-11-19,4,0,11,0,6,0,1,0.28,0.2576,0.52,0.2985,12,130,142,,9
7628,2011-11-19,4,0,11,0,6,0,1,0.32,0.303,0.45,0.2537,35,165,200,,10
7629,2011-11-19,4,0,11,0,6,0,1,0.36,0.3788,0.4,0,50,183,233,,11
7630,2011-11-19,4,0,11,0,6,0,1,0.4,0.4091,0.35,0.2836,93,218,311,,12
7631,2011-11-19,4,0,11,0,6,0,1,0.42,0.4242,0.3,0.2836,118,245,363,,13
7632,2011-11-19,4,0,11,0,6,0,1,0.42,0.4242,0.32,0.2985,121,228,349,,14
7633,2011-11-19,4,0,11,0,6,0,1,0.42,0.4242,0.41,0.194,120,262,382,,15
7634,2011-11-19,4,0,11,0,6,0,1,0.42,0.4242,0.38,0.2985,99,188,287,,16
7635,2011-11-19,4,0,11,0,6,0,1,0.4,0.4091,0.4,0.194,61,171,232,,17
7636,2011-11-19,4,0,11,0,6,0,1,0.38,0.3939,0.46,0.1343,36,172,208,,18
7637,2011-11-19,4,0,11,0,6,0,2,0.34,0.3333,0.71,0.1343,33,149,182,,19
7638,2011-11-19,4,0,11,0,6,0,2,0.36,0.3636,0.57,0.1045,48,115,163,,20
7639,2011-11-19,4,0,11,0,6,0,2,0.36,0.3485,0.62,0.194,29,79,108,,21
7640,2011-11-19,4,0,11,0,6,0,2,0.38,0.3939,0.62,0.1642,26,80,106,,22
7641,2011-11-19,4,0,11,0,6,0,1,0.38,0.3939,0.62,0.2239,20,73,93,,23
7642,2011-11-20,4,0,11,0,0,0,1,0.38,0.3939,0.66,0.1642,14,79,93,,0
7643,2011-11-20,4,0,11,0,0,0,1,0.4,0.4091,0.62,0.2537,11,73,84,,1
7644,2011-11-20,4,0,11,0,0,0,1,0.4,0.4091,0.62,0.2836,12,44,56,,2
7645,2011-11-20,4,0,11,0,0,0,2,0.4,0.4091,0.66,0.2836,6,31,37,,3
7646,2011-11-20,4,0,11,0,0,0,2,0.4,0.4091,0.71,0.2836,2,10,12,,4
7647,2011-11-20,4,0,11,0,0,0,2,0.42,0.4242,0.67,0.2836,0,4,4,,5
7648,2011-11-20,4,0,11,0,0,0,2,0.42,0.4242,0.67,0.2537,3,6,9,,6
7649,2011-11-20,4,0,11,0,0,0,1,0.42,0.4242,0.67,0.2239,4,19,23,,7
7650,2011-11-20,4,0,11,0,0,0,2,0.42,0.4242,0.71,0.2836,13,52,65,,8
7651,2011-11-20,4,0,11,0,0,0,1,0.44,0.4394,0.72,0.1642,29,109,138,,9
7652,2011-11-20,4,0,11,0,0,0,2,0.44,0.4394,0.72,0.1045,46,183,229,,10
7653,2011-11-20,4,0,11,0,0,0,2,0.5,0.4848,0.63,0.1045,74,212,286,,11
7654,2011-11-20,4,0,11,0,0,0,2,0.5,0.4848,0.63,0.1343,70,234,304,,12
7655,2011-11-20,4,0,11,0,0,0,2,0.54,0.5152,0.6,0.194,84,285,369,,13
7656,2011-11-20,4,0,11,0,0,0,1,0.52,0.5,0.63,0.2537,113,250,363,,14
7657,2011-11-20,4,0,11,0,0,0,2,0.52,0.5,0.68,0.194,109,242,351,,15
7658,2011-11-20,4,0,11,0,0,0,2,0.52,0.5,0.63,0.1343,81,225,306,,16
7659,2011-11-20,4,0,11,0,0,0,2,0.52,0.5,0.63,0.194,35,168,203,,17
7660,2011-11-20,4,0,11,0,0,0,2,0.54,0.5152,0.64,0.194,22,123,145,,18
7661,2011-11-20,4,0,11,0,0,0,2,0.5,0.4848,0.72,0.1045,17,140,157,,19
7662,2011-11-20,4,0,11,0,0,0,2,0.52,0.5,0.68,0.1045,23,90,113,,20
7663,2011-11-20,4,0,11,0,0,0,2,0.48,0.4697,0.77,0.0896,11,94,105,,21
7664,2011-11-20,4,0,11,0,0,0,3,0.46,0.4545,0.88,0.0896,5,35,40,,22
7665,2011-11-20,4,0,11,0,0,0,3,0.46,0.4545,0.88,0.0896,3,25,28,,23
7666,2011-11-21,4,0,11,0,1,1,2,0.46,0.4545,0.94,0,4,13,17,,0
7667,2011-11-21,4,0,11,0,1,1,3,0.46,0.4545,0.94,0.194,4,8,12,,1
7668,2011-11-21,4,0,11,0,1,1,3,0.44,0.4394,1,0.194,1,2,3,,2
7669,2011-11-21,4,0,11,0,1,1,3,0.44,0.4394,1,0.1343,0,4,4,,3
7670,2011-11-21,4,0,11,0,1,1,3,0.44,0.4394,1,0.1343,0,5,5,,4
7671,2011-11-21,4,0,11,0,1,1,2,0.44,0.4394,1,0,0,20,20,,5
7672,2011-11-21,4,0,11,0,1,1,2,0.42,0.4242,1,0,0,76,76,,6
7673,2011-11-21,4,0,11,0,1,1,2,0.46,0.4545,0.94,0.1642,17,229,246,,7
7674,2011-11-21,4,0,11,0,1,1,2,0.46,0.4545,0.94,0,13,378,391,,8
7675,2011-11-21,4,0,11,0,1,1,2,0.48,0.4697,0.94,0.1045,15,222,237,,9
7676,2011-11-21,4,0,11,0,1,1,2,0.52,0.5,0.83,0,25,110,135,,10
7677,2011-11-21,4,0,11,0,1,1,2,0.52,0.5,0.83,0.1045,16,112,128,,11
7678,2011-11-21,4,0,11,0,1,1,2,0.5,0.4848,0.77,0.1343,24,138,162,,12
7679,2011-11-21,4,0,11,0,1,1,2,0.5,0.4848,0.77,0.1343,13,121,134,,13
7680,2011-11-21,4,0,11,0,1,1,2,0.48,0.4697,0.82,0.194,14,121,135,,14
7681,2011-11-21,4,0,11,0,1,1,3,0.44,0.4394,0.94,0.2239,15,93,108,,15
7682,2011-11-21,4,0,11,0,1,1,3,0.44,0.4394,0.94,0.2239,13,95,108,,16
7683,2011-11-21,4,0,11,0,1,1,3,0.42,0.4242,0.94,0.2985,10,200,210,,17
7684,2011-11-21,4,0,11,0,1,1,3,0.42,0.4242,0.88,0.194,8,184,192,,18
7685,2011-11-21,4,0,11,0,1,1,3,0.4,0.4091,0.94,0.194,2,135,137,,19
7686,2011-11-21,4,0,11,0,1,1,3,0.4,0.4091,0.87,0.2239,5,75,80,,20
7687,2011-11-21,4,0,11,0,1,1,3,0.4,0.4091,0.87,0.1642,11,103,114,,21
7688,2011-11-21,4,0,11,0,1,1,3,0.4,0.4091,0.87,0.1343,6,72,78,,22
7689,2011-11-21,4,0,11,0,1,1,3,0.4,0.4091,0.87,0.1642,4,29,33,,23
7690,2011-11-22,4,0,11,0,2,1,3,0.38,0.3939,0.94,0.1045,0,14,14,,0
7691,2011-11-22,4,0,11,0,2,1,3,0.4,0.4091,0.94,0.1343,1,5,6,,1
7692,2011-11-22,4,0,11,0,2,1,3,0.38,0.3939,1,0.1045,2,4,6,,2
7693,2011-11-22,4,0,11,0,2,1,3,0.38,0.3939,1,0.1045,1,2,3,,3
7694,2011-11-22,4,0,11,0,2,1,3,0.38,0.3939,0.94,0.1642,0,7,7,,4
7695,2011-11-22,4,0,11,0,2,1,3,0.38,0.3939,0.94,0.1642,1,17,18,,5
7696,2011-11-22,4,0,11,0,2,1,2,0.38,0.3939,0.94,0.1045,1,63,64,,6
7697,2011-11-22,4,0,11,0,2,1,3,0.38,0.3939,0.94,0.2239,2,119,121,,7
7698,2011-11-22,4,0,11,0,2,1,3,0.38,0.3939,0.94,0.2239,5,185,190,,8
7699,2011-11-22,4,0,11,0,2,1,3,0.4,0.4091,0.94,0,2,147,149,,9
7700,2011-11-22,4,0,11,0,2,1,3,0.4,0.4091,0.94,0,6,46,52,,10
7701,2011-11-22,4,0,11,0,2,1,3,0.4,0.4091,0.94,0.1343,4,28,32,,11
7702,2011-11-22,4,0,11,0,2,1,3,0.4,0.4091,1,0.0896,3,18,21,,12
7703,2011-11-22,4,0,11,0,2,1,3,0.42,0.4242,1,0.0896,4,22,26,,13
7704,2011-11-22,4,0,11,0,2,1,3,0.42,0.4242,1,0.0896,4,31,35,,14
7705,2011-11-22,4,0,11,0,2,1,3,0.44,0.4394,0.94,0,2,32,34,,15
7706,2011-11-22,4,0,11,0,2,1,3,0.44,0.4394,0.94,0,3,59,62,,16
7707,2011-11-22,4,0,11,0,2,1,3,0.44,0.4394,1,0.0896,4,161,165,,17
7708,2011-11-22,4,0,11,0,2,1,3,0.44,0.4394,1,0,0,148,148,,18
7709,2011-11-22,4,0,11,0,2,1,3,0.46,0.4545,0.94,0.1045,5,106,111,,19
7710,2011-11-22,4,0,11,0,2,1,2,0.46,0.4545,1,0.2239,6,121,127,,20
7711,2011-11-22,4,0,11,0,2,1,2,0.46,0.4545,1,0.2537,4,86,90,,21
7712,2011-11-22,4,0,11,0,2,1,2,0.5,0.4848,0.94,0.194,6,81,87,,22
7713,2011-11-22,4,0,11,0,2,1,2,0.48,0.4697,0.94,0.2537,3,36,39,,23
7714,2011-11-23,4,0,11,0,3,1,2,0.48,0.4697,0.94,0.2537,2,14,16,,0
7715,2011-11-23,4,0,11,0,3,1,2,0.48,0.4697,0.94,0.2985,0,8,8,,1
7716,2011-11-23,4,0,11,0,3,1,3,0.5,0.4848,0.94,0.3582,1,5,6,,2
7717,2011-11-23,4,0,11,0,3,1,3,0.5,0.4848,0.94,0.3582,1,2,3,,3
7718,2011-11-23,4,0,11,0,3,1,3,0.52,0.5,0.88,0.3582,0,5,5,,4
7719,2011-11-23,4,0,11,0,3,1,2,0.46,0.4545,0.94,0.194,1,16,17,,5
7720,2011-11-23,4,0,11,0,3,1,2,0.44,0.4394,1,0,1,68,69,,6
7721,2011-11-23,4,0,11,0,3,1,2,0.46,0.4545,1,0.0896,2,154,156,,7
7722,2011-11-23,4,0,11,0,3,1,2,0.48,0.4697,0.94,0.1045,7,316,323,,8
7723,2011-11-23,4,0,11,0,3,1,2,0.52,0.5,0.94,0.194,3,164,167,,9
7724,2011-11-23,4,0,11,0,3,1,2,0.52,0.5,0.94,0.194,6,70,76,,10
7725,2011-11-23,4,0,11,0,3,1,2,0.5,0.4848,0.72,0.4179,9,107,116,,11
7726,2011-11-23,4,0,11,0,3,1,1,0.48,0.4697,0.55,0.4179,9,151,160,,12
7727,2011-11-23,4,0,11,0,3,1,2,0.44,0.4394,0.54,0.4925,12,162,174,,13
7728,2011-11-23,4,0,11,0,3,1,1,0.42,0.4242,0.54,0.4627,13,200,213,,14
7729,2011-11-23,4,0,11,0,3,1,2,0.42,0.4242,0.54,0.4478,13,194,207,,15
7730,2011-11-23,4,0,11,0,3,1,2,0.4,0.4091,0.62,0.4627,4,169,173,,16
7731,2011-11-23,4,0,11,0,3,1,3,0.38,0.3939,0.71,0.3881,7,156,163,,17
7732,2011-11-23,4,0,11,0,3,1,2,0.4,0.4091,0.58,0.5224,7,138,145,,18
7733,2011-11-23,4,0,11,0,3,1,1,0.38,0.3939,0.58,0.3881,6,116,122,,19
7734,2011-11-23,4,0,11,0,3,1,1,0.36,0.3333,0.62,0.3881,1,67,68,,20
7735,2011-11-23,4,0,11,0,3,1,1,0.36,0.3182,0.57,0.4627,0,66,66,,21
7736,2011-11-23,4,0,11,0,3,1,1,0.34,0.303,0.61,0.4478,3,59,62,,22
7737,2011-11-23,4,0,11,0,3,1,1,0.34,0.303,0.61,0.3582,4,47,51,,23
7738,2011-11-24,4,0,11,1,4,0,1,0.32,0.303,0.57,0.2239,1,22,23,,0
7739,2011-11-24,4,0,11,1,4,0,1,0.32,0.2879,0.57,0.4179,1,23,24,,1
7740,2011-11-24,4,0,11,1,4,0,1,0.3,0.2879,0.61,0.2836,3,19,22,,2
7741,2011-11-24,4,0,11,1,4,0,1,0.28,0.2879,0.65,0.1343,1,4,5,,3
7742,2011-11-24,4,0,11,1,4,0,1,0.3,0.3182,0.61,0.0896,1,1,2,,4
7743,2011-11-24,4,0,11,1,4,0,1,0.3,0.3182,0.61,0.1045,1,10,11,,5
7744,2011-11-24,4,0,11,1,4,0,1,0.3,0.3182,0.61,0.0896,1,5,6,,6
7745,2011-11-24,4,0,11,1,4,0,1,0.26,0.2727,0.75,0.1045,9,31,40,,7
7746,2011-11-24,4,0,11,1,4,0,1,0.3,0.3182,0.65,0.0896,4,42,46,,8
7747,2011-11-24,4,0,11,1,4,0,1,0.34,0.3485,0.61,0,13,68,81,,9
7748,2011-11-24,4,0,11,1,4,0,1,0.36,0.3788,0.57,0,34,64,98,,10
7749,2011-11-24,4,0,11,1,4,0,1,0.42,0.4242,0.41,0.2985,52,90,142,,11
7750,2011-11-24,4,0,11,1,4,0,1,0.46,0.4545,0.36,0.2239,62,88,150,,12
7751,2011-11-24,4,0,11,1,4,0,1,0.48,0.4697,0.33,0.2239,84,91,175,,13
7752,2011-11-24,4,0,11,1,4,0,1,0.5,0.4848,0.31,0.2985,74,94,168,,14
7753,2011-11-24,4,0,11,1,4,0,1,0.5,0.4848,0.31,0.2537,78,71,149,,15
7754,2011-11-24,4,0,11,1,4,0,1,0.5,0.4848,0.34,0.2836,48,66,114,,16
7755,2011-11-24,4,0,11,1,4,0,1,0.48,0.4697,0.33,0.1045,34,40,74,,17
7756,2011-11-24,4,0,11,1,4,0,1,0.42,0.4242,0.5,0.0896,13,24,37,,18
7757,2011-11-24,4,0,11,1,4,0,1,0.4,0.4091,0.54,0.1045,15,13,28,,19
7758,2011-11-24,4,0,11,1,4,0,1,0.36,0.3485,0.76,0.1642,14,17,31,,20
7759,2011-11-24,4,0,11,1,4,0,1,0.36,0.3485,0.71,0.1642,7,19,26,,21
7760,2011-11-24,4,0,11,1,4,0,1,0.36,0.3485,0.71,0.1642,8,14,22,,22
7761,2011-11-24,4,0,11,1,4,0,1,0.34,0.3485,0.76,0.1045,2,19,21,,23
7762,2011-11-25,4,0,11,0,5,1,1,0.34,0.3333,0.76,0.1642,7,22,29,,0
7763,2011-11-25,4,0,11,0,5,1,1,0.34,0.3636,0.76,0,2,12,14,,1
7764,2011-11-25,4,0,11,0,5,1,1,0.28,0.2879,0.81,0.1045,4,6,10,,2
7765,2011-11-25,4,0,11,0,5,1,1,0.28,0.2879,0.75,0.1045,0,2,2,,3
7766,2011-11-25,4,0,11,0,5,1,1,0.3,0.3182,0.75,0.1045,4,3,7,,4
7767,2011-11-25,4,0,11,0,5,1,1,0.28,0.3182,0.75,0,2,3,5,,5
7768,2011-11-25,4,0,11,0,5,1,1,0.26,0.2727,0.81,0.1045,4,9,13,,6
7769,2011-11-25,4,0,11,0,5,1,1,0.26,0.303,0.81,0,4,31,35,,7
7770,2011-11-25,4,0,11,0,5,1,1,0.26,0.2727,0.81,0.1343,6,68,74,,8
7771,2011-11-25,4,0,11,0,5,1,1,0.32,0.3485,0.76,0,25,70,95,,9
7772,2011-11-25,4,0,11,0,5,1,1,0.36,0.3485,0.71,0.1642,60,82,142,,10
7773,2011-11-25,4,0,11,0,5,1,1,0.4,0.4091,0.66,0.1045,99,127,226,,11
7774,2011-11-25,4,0,11,0,5,1,1,0.46,0.4545,0.51,0.1045,126,146,272,,12
7775,2011-11-25,4,0,11,0,5,1,1,0.5,0.4848,0.45,0.2239,143,140,283,,13
7776,2011-11-25,4,0,11,0,5,1,1,0.52,0.5,0.39,0.2239,122,150,272,,14
7777,2011-11-25,4,0,11,0,5,1,1,0.52,0.5,0.36,0.194,165,145,310,,15
7778,2011-11-25,4,0,11,0,5,1,1,0.5,0.4848,0.39,0.1642,122,139,261,,16
7779,2011-11-25,4,0,11,0,5,1,1,0.5,0.4848,0.34,0.1045,57,127,184,,17
7780,2011-11-25,4,0,11,0,5,1,1,0.46,0.4545,0.44,0.0896,45,108,153,,18
7781,2011-11-25,4,0,11,0,5,1,1,0.42,0.4242,0.67,0,38,96,134,,19
7782,2011-11-25,4,0,11,0,5,1,1,0.4,0.4091,0.58,0.0896,19,76,95,,20
7783,2011-11-25,4,0,11,0,5,1,1,0.36,0.3788,0.71,0,24,61,85,,21
7784,2011-11-25,4,0,11,0,5,1,1,0.34,0.3485,0.71,0.0896,12,46,58,,22
7785,2011-11-25,4,0,11,0,5,1,1,0.34,0.3485,0.76,0.1045,5,28,33,,23
7786,2011-11-26,4,0,11,0,6,0,1,0.34,0.3485,0.76,0.1045,9,38,47,,0
7787,2011-11-26,4,0,11,0,6,0,1,0.32,0.3333,0.76,0.0896,5,24,29,,1
7788,2011-11-26,4,0,11,0,6,0,1,0.3,0.3182,0.81,0.1045,3,20,23,,2
7789,2011-11-26,4,0,11,0,6,0,1,0.3,0.3333,0.81,0,8,9,17,,3
7790,2011-11-26,4,0,11,0,6,0,1,0.3,0.3333,0.81,0,0,4,4,,4
7791,2011-11-26,4,0,11,0,6,0,1,0.3,0.3182,0.75,0.1045,0,3,3,,5
7792,2011-11-26,4,0,11,0,6,0,2,0.3,0.3182,0.75,0.0896,2,8,10,,6
7793,2011-11-26,4,0,11,0,6,0,1,0.26,0.2727,0.87,0.1045,4,13,17,,7
7794,2011-11-26,4,0,11,0,6,0,1,0.32,0.3333,0.76,0.0896,10,50,60,,8
7795,2011-11-26,4,0,11,0,6,0,1,0.34,0.3485,0.76,0.0896,16,67,83,,9
7796,2011-11-26,4,0,11,0,6,0,1,0.36,0.3788,0.81,0,57,84,141,,10
7797,2011-11-26,4,0,11,0,6,0,1,0.4,0.4091,0.62,0.1045,107,123,230,,11
7798,2011-11-26,4,0,11,0,6,0,1,0.44,0.4394,0.51,0,137,172,309,,12
7799,2011-11-26,4,0,11,0,6,0,1,0.48,0.4697,0.44,0,177,148,325,,13
7800,2011-11-26,4,0,11,0,6,0,2,0.48,0.4697,0.48,0.1343,141,158,299,,14
7801,2011-11-26,4,0,11,0,6,0,2,0.5,0.4848,0.42,0.1045,154,160,314,,15
7802,2011-11-26,4,0,11,0,6,0,2,0.46,0.4545,0.47,0.1343,137,138,275,,16
7803,2011-11-26,4,0,11,0,6,0,2,0.46,0.4545,0.47,0.1343,62,122,184,,17
7804,2011-11-26,4,0,11,0,6,0,2,0.42,0.4242,0.62,0.1642,67,118,185,,18
7805,2011-11-26,4,0,11,0,6,0,2,0.4,0.4091,0.71,0.0896,46,100,146,,19
7806,2011-11-26,4,0,11,0,6,0,2,0.42,0.4242,0.58,0,55,86,141,,20
7807,2011-11-26,4,0,11,0,6,0,2,0.38,0.3939,0.82,0,20,72,92,,21
7808,2011-11-26,4,0,11,0,6,0,2,0.38,0.3939,0.76,0,14,51,65,,22
7809,2011-11-26,4,0,11,0,6,0,1,0.36,0.3788,0.81,0,18,51,69,,23
7810,2011-11-27,4,0,11,0,0,0,1,0.36,0.3788,0.81,0,7,39,46,,0
7811,2011-11-27,4,0,11,0,0,0,1,0.36,0.3788,0.81,0,9,35,44,,1
7812,2011-11-27,4,0,11,0,0,0,1,0.34,0.3636,0.81,0,9,22,31,,2
7813,2011-11-27,4,0,11,0,0,0,1,0.34,0.3636,0.87,0,9,8,17,,3
7814,2011-11-27,4,0,11,0,0,0,1,0.34,0.3485,0.87,0.1045,0,4,4,,4
7815,2011-11-27,4,0,11,0,0,0,1,0.36,0.3485,0.87,0.194,0,5,5,,5
7816,2011-11-27,4,0,11,0,0,0,1,0.38,0.3939,0.82,0.1642,0,9,9,,6
7817,2011-11-27,4,0,11,0,0,0,1,0.38,0.3939,0.87,0.2239,12,11,23,,7
7818,2011-11-27,4,0,11,0,0,0,1,0.4,0.4091,0.82,0.2985,6,36,42,,8
7819,2011-11-27,4,0,11,0,0,0,1,0.46,0.4545,0.72,0.2836,21,90,111,,9
7820,2011-11-27,4,0,11,0,0,0,1,0.46,0.4545,0.72,0.2836,58,131,189,,10
7821,2011-11-27,4,0,11,0,0,0,1,0.5,0.4848,0.63,0.3582,83,157,240,,11
7822,2011-11-27,4,0,11,0,0,0,1,0.54,0.5152,0.56,0.2836,63,193,256,,12
7823,2011-11-27,4,0,11,0,0,0,1,0.54,0.5152,0.6,0.194,97,216,313,,13
7824,2011-11-27,4,0,11,0,0,0,1,0.62,0.6212,0.43,0.4627,113,200,313,,14
7825,2011-11-27,4,0,11,0,0,0,1,0.62,0.6212,0.43,0.2836,96,221,317,,15
7826,2011-11-27,4,0,11,0,0,0,1,0.56,0.5303,0.52,0.2537,94,229,323,,16
7827,2011-11-27,4,0,11,0,0,0,1,0.54,0.5152,0.56,0.194,37,167,204,,17
7828,2011-11-27,4,0,11,0,0,0,1,0.5,0.4848,0.63,0.1642,25,130,155,,18
7829,2011-11-27,4,0,11,0,0,0,1,0.48,0.4697,0.67,0.2239,30,109,139,,19
7830,2011-11-27,4,0,11,0,0,0,1,0.5,0.4848,0.63,0.2537,10,94,104,,20
7831,2011-11-27,4,0,11,0,0,0,1,0.48,0.4697,0.67,0.2836,13,75,88,,21
7832,2011-11-27,4,0,11,0,0,0,1,0.48,0.4697,0.72,0.2537,13,53,66,,22
7833,2011-11-27,4,0,11,0,0,0,1,0.48,0.4697,0.72,0.2537,5,27,32,,23
7834,2011-11-28,4,0,11,0,1,1,1,0.46,0.4545,0.77,0.2836,6,10,16,,0
7835,2011-11-28,4,0,11,0,1,1,1,0.46,0.4545,0.77,0.2985,1,12,13,,1
